Id,Sq_Footage,AvgSalePrice,OverallQual,Average Price/SqFt
1315,948,119000.00,4,125.5274261603375527
1320,948,111000.00,4,117.0886075949367089
1102,950,119500.00,5,125.7894736842105263
897,951,106500.00,4,111.9873817034700315
77,952,135750.00,4,142.5945378151260504
1141,952,139000.00,5,146.0084033613445378
1444,952,121000.00,6,127.1008403361344538
1035,954,119750.00,5,125.5241090146750524
1332,954,132500.00,5,138.8888888888888889
50,955,127000.00,5,132.9842931937172775
127,958,128000.00,6,133.6116910229645094
347,958,151500.00,6,158.1419624217118998
1432,958,143750.00,6,150.0521920668058455
98,960,94750.00,4,98.6979166666666667
714,960,129000.00,4,134.3750000000000000
1123,960,112000.00,4,116.6666666666666667
1214,960,145000.00,4,151.0416666666666667
1346,960,108500.00,4,113.0208333333333333
93,964,163500.00,5,169.6058091286307054
952,965,119900.00,5,124.2487046632124352
180,968,100000.00,5,103.3057851239669421
969,968,37900.00,3,39.1528925619834711
1433,968,64500.00,4,66.6322314049586777
151,969,122000.00,5,125.9029927760577915
476,970,132500.00,5,136.5979381443298969
720,971,128500.00,5,132.3377960865087539
312,972,132000.00,6,135.8024691358024691
1132,974,93500.00,5,95.9958932238193018
623,980,135000.00,5,137.7551020408163265
807,980,135500.00,5,138.2653061224489796
955,980,127500.00,6,130.1020408163265306
646,981,143250.00,6,146.0244648318042813
1006,985,149900.00,5,152.1827411167512690
1136,986,102000.00,6,103.4482758620689655
228,987,106000.00,6,107.3961499493414387
233,987,94500.00,6,95.7446808510638298
236,987,89500.00,6,90.6788247213779129
364,987,118000.00,6,119.5542046605876393
431,987,85400.00,6,86.5248226950354610
838,987,100000.00,6,101.3171225937183384
1379,987,83000.00,6,84.0932117527862209
76,988,91000.00,4,92.1052631578947368
121,988,180000.00,6,182.1862348178137652
423,988,113000.00,5,114.3724696356275304
680,988,128500.00,5,130.0607287449392713
1250,988,119000.00,5,120.4453441295546559
90,990,123600.00,4,124.8484848484848485
214,990,156000.00,5,157.5757575757575758
1048,990,145000.00,5,146.4646464646464646
1080,990,126000.00,5,127.2727272727272727
1308,990,138000.00,5,139.3939393939393939
563,996,108000.00,5,108.4337349397590361
1086,996,147000.00,6,147.5903614457831325
485,999,132500.00,5,132.6326326326326326
981,999,178400.00,7,178.5785785785785786
1215,999,134500.00,5,134.6346346346346346
866,1002,148500.00,5,148.2035928143712575
296,1003,142500.00,6,142.0737786640079761
17,1004,149000.00,6,148.4063745019920319
780,1004,135000.00,6,134.4621513944223108
1126,1005,115000.00,4,114.4278606965174129
1144,1006,80000.00,5,79.5228628230616302
817,1008,137000.00,5,135.9126984126984127
1114,1008,134500.00,5,133.4325396825396825
1121,1012,118400.00,6,116.9960474308300395
913,1015,88000.00,5,86.6995073891625616
1138,1020,94000.00,5,92.1568627450980392
1014,1022,85000.00,5,83.1702544031311155
755,1026,156000.00,6,152.0467836257309942
857,1026,147000.00,6,143.2748538011695906
414,1028,115000.00,5,111.8677042801556420
610,1029,118500.00,4,115.1603498542274052
612,1032,148000.00,6,143.4108527131782946
395,1034,109000.00,5,105.4158607350096712
1248,1034,169900.00,6,164.3133462282398453
862,1039,131500.00,5,126.5640038498556304
11,1040,129500.00,5,124.5192307692307692
91,1040,109900.00,4,105.6730769230769231
157,1040,109500.00,5,105.2884615384615385
343,1040,87500.00,3,84.1346153846153846
465,1040,124000.00,5,119.2307692307692308
607,1040,152000.00,5,146.1538461538461538
737,1040,93500.00,3,89.9038461538461538
856,1040,127000.00,5,122.1153846153846154
877,1040,132250.00,4,127.1634615384615385
1082,1040,133000.00,5,127.8846153846153846
1091,1040,92900.00,3,89.3269230769230769
1120,1040,133700.00,5,128.5576923076923077
1283,1040,150500.00,5,144.7115384615384615
1413,1040,90000.00,4,86.5384615384615385
510,1041,124500.00,5,119.5965417867435159
813,1044,55993.00,5,53.6331417624521073
107,1047,100000.00,4,95.5109837631327603
556,1048,113000.00,5,107.8244274809160305
647,1048,98300.00,5,93.7977099236641221
1071,1048,135000.00,5,128.8167938931297710
997,1050,136500.00,5,130.0000000000000000
1262,1050,128900.00,5,122.7619047619047619
819,1052,155000.00,6,147.3384030418250951
1296,1052,138500.00,5,131.6539923954372624
130,1053,150000.00,5,142.4501424501424501
657,1053,145500.00,5,138.1766381766381766
616,1054,137500.00,6,130.4554079696394687
1260,1054,151000.00,6,143.2637571157495256
332,1056,139000.00,5,131.6287878787878788
412,1056,145000.00,5,137.3106060606060606
420,1056,142000.00,5,134.4696969696969697
634,1056,139400.00,5,132.0075757575757576
635,1056,144000.00,6,136.3636363636363636
1207,1056,107000.00,4,101.3257575757575758
39,1057,109000.00,5,103.1220435193945128
958,1057,132000.00,5,124.8817407757805109
24,1060,129900.00,5,122.5471698113207547
25,1060,154000.00,5,145.2830188679245283
792,1062,146800.00,6,138.2297551789077213
906,1063,128000.00,5,120.4139228598306679
84,1065,126500.00,5,118.7793427230046948
836,1067,128000.00,4,119.9625117150890347
893,1068,154500.00,6,144.6629213483146067
551,1069,140000.00,6,130.9635173058933583
1422,1069,127500.00,6,119.2703461178671656
473,1072,148000.00,6,138.0597014925373134
1298,1072,140000.00,6,130.5970149253731343
1453,1072,145000.00,5,135.2611940298507463
487,1073,156000.00,5,145.3867660764212488
694,1073,108480.00,5,101.0997204100652377
1205,1074,153500.00,5,142.9236499068901304
10,1077,118000.00,5,109.5636025998142990
399,1077,67000.00,5,62.2098421541318477
999,1077,91000.00,3,84.4939647168059424
1358,1078,149900.00,5,139.0538033395176252
1459,1078,142125.00,5,131.8413729128014842
123,1080,136000.00,6,125.9259259259259259
149,1080,141000.00,7,130.5555555555555556
514,1080,134000.00,6,124.0740740740740741
1015,1082,119200.00,6,110.1663585951940850
74,1086,144900.00,5,133.4254143646408840
809,1086,159950.00,5,147.2836095764272560
1098,1088,170000.00,8,156.2500000000000000
881,1090,157000.00,5,144.0366972477064220
117,1092,139000.00,5,127.2893772893772894
210,1092,145000.00,6,132.7838827838827839
557,1092,141000.00,5,129.1208791208791209
656,1092,88000.00,6,80.5860805860805861
706,1092,55000.00,4,50.3663003663003663
916,1092,75000.00,4,68.6813186813186813
1008,1092,88000.00,4,80.5860805860805861
1087,1092,83500.00,4,76.4652014652014652
648,1094,155000.00,6,141.6819012797074954
970,1095,140000.00,6,127.8538812785388128
156,1096,79000.00,6,72.0802919708029197
1078,1096,138800.00,5,126.6423357664233577
37,1097,145000.00,5,132.1786690975387420
863,1097,152000.00,6,138.5597082953509572
968,1098,135000.00,5,122.9508196721311475
839,1099,144000.00,5,131.0282074613284804
208,1100,141000.00,4,128.1818181818181818
688,1102,148800.00,7,135.0272232304900181
1064,1103,110500.00,6,100.1813236627379873
22,1108,139400.00,7,125.8122743682310469
575,1109,139000.00,5,125.3381424706943192
784,1110,165500.00,5,149.0990990990990991
62,1111,101000.00,5,90.9090909090909091
353,1111,95000.00,5,85.5085508550855086
1149,1111,116900.00,7,105.2205220522052205
345,1112,85000.00,5,76.4388489208633094
270,1113,148000.00,6,132.9739442946990117
486,1113,147000.00,5,132.0754716981132075
19,1114,159000.00,5,142.7289048473967684
1342,1114,155000.00,6,139.1382405745062837
626,1116,160000.00,6,143.3691756272401434
773,1117,107000.00,6,95.7923008057296329
313,1118,119900.00,5,107.2450805008944544
437,1118,116000.00,6,103.7567084078711986
1171,1118,171000.00,6,152.9516994633273703
614,1120,147000.00,5,131.2500000000000000
868,1120,129000.00,4,115.1785714285714286
201,1121,140000.00,4,124.8884924174843889
980,1121,139000.00,5,123.9964317573595004
1309,1122,147000.00,5,131.0160427807486631
122,1123,100000.00,4,89.0471950133570793
1180,1124,93000.00,5,82.7402135231316726
118,1125,155000.00,5,137.7777777777777778
388,1125,125000.00,6,111.1111111111111111
554,1126,108000.00,4,95.9147424511545293
926,1126,175000.00,5,155.4174067495559503
1435,1126,160000.00,5,142.0959147424511545
805,1128,118000.00,5,104.6099290780141844
1280,1128,68400.00,4,60.6382978723404255
1297,1128,155000.00,5,137.4113475177304965
1184,1130,120000.00,5,106.1946902654867257
480,1131,89471.00,4,79.1078691423519010
875,1131,66500.00,5,58.7975243147656941
1021,1132,176000.00,4,155.4770318021201413
419,1134,126000.00,5,111.1111111111111111
1103,1134,135000.00,5,119.0476190476190476
462,1135,155000.00,7,136.5638766519823789
675,1136,140000.00,6,123.2394366197183099
696,1137,176000.00,6,154.7933157431838171
1226,1138,145000.00,6,127.4165202108963093
751,1140,96500.00,4,84.6491228070175439
1454,1140,84500.00,5,74.1228070175438596
1239,1141,142500.00,6,124.8904469763365469
358,1142,134000.00,5,117.3380035026269702
396,1144,129000.00,5,112.7622377622377622
734,1144,131400.00,5,114.8601398601398601
835,1144,139950.00,5,122.3339160839160839
947,1144,143000.00,5,125.0000000000000000
1419,1144,124000.00,5,108.3916083916083916
791,1145,160200.00,7,139.9126637554585153
732,1146,187500.00,7,163.6125654450261780
698,1148,123500.00,5,107.5783972125435540
864,1148,132500.00,5,115.4181184668989547
45,1150,141000.00,5,122.6086956521739130
40,1152,82000.00,4,71.1805555555555556
300,1152,158500.00,6,137.5868055555555556
1291,1152,180500.00,5,156.6840277777777778
1065,1154,154000.00,5,133.4488734835355286
1386,1154,125500.00,4,108.7521663778162912
879,1155,148000.00,5,128.1385281385281385
61,1158,158000.00,6,136.4421416234887737
1401,1158,120000.00,6,103.6269430051813472
539,1159,158000.00,5,136.3244176013805004
324,1163,126175.00,3,108.4909716251074807
702,1164,140000.00,7,120.2749140893470790
986,1164,125000.00,5,107.3883161512027491
843,1165,174900.00,6,150.1287553648068670
1259,1166,190000.00,7,162.9502572898799314
357,1167,173000.00,6,148.2433590402742074
1140,1167,144000.00,5,123.3933161953727506
1243,1173,170000.00,7,144.9275362318840580
52,1176,114500.00,6,97.3639455782312925
1353,1176,134900.00,6,114.7108843537414966
712,1178,102776.00,4,87.2461799660441426
718,1178,157000.00,5,133.2767402376910017
670,1180,137500.00,4,116.5254237288135593
664,1181,137500.00,4,116.4267569856054191
450,1183,120000.00,3,101.4370245139475909
387,1184,81000.00,5,68.4121621621621622
1234,1188,142000.00,5,119.5286195286195286
1447,1188,157900.00,5,132.9124579124579125
1232,1190,132500.00,5,111.3445378151260504
330,1192,78000.00,5,65.4362416107382550
971,1192,135000.00,4,113.2550335570469799
231,1194,148000.00,6,123.9530988274706868
1104,1194,159500.00,6,133.5845896147403685
425,1196,139000.00,6,116.2207357859531773
440,1196,110000.00,6,91.9732441471571906
802,1196,109900.00,4,91.8896321070234114
432,1198,79900.00,6,66.6944908180300501
124,1199,153900.00,6,128.3569641367806505
155,1200,125000.00,6,104.1666666666666667
356,1200,177500.00,6,147.9166666666666667
604,1200,151000.00,7,125.8333333333333333
739,1200,179000.00,5,149.1666666666666667
832,1200,151000.00,7,125.8333333333333333
840,1200,130500.00,5,108.7500000000000000
937,1200,184900.00,7,154.0833333333333333
1094,1200,146000.00,5,121.6666666666666667
1365,1200,144152.00,7,120.1266666666666667
460,1203,110000.00,5,91.4380714879467997
776,1204,162000.00,6,134.5514950166112957
429,1208,195400.00,7,161.7549668874172185
673,1208,165000.00,6,136.5894039735099338
730,1208,103000.00,4,85.2649006622516556
1000,1208,206000.00,7,170.5298013245033113
1222,1211,134000.00,5,110.6523534269199009
212,1212,186000.00,6,153.4653465346534653
263,1212,151000.00,6,124.5874587458745875
1199,1212,178000.00,7,146.8646864686468647
137,1214,143000.00,5,117.7924217462932455
503,1214,140000.00,5,115.3212520593080725
1405,1214,105000.00,3,86.4909390444810544
340,1215,155000.00,6,127.5720164609053498
484,1216,164000.00,6,134.8684210526315789
576,1216,118500.00,5,97.4506578947368421
187,1217,173000.00,7,142.1528348397699260
244,1217,120000.00,6,98.6031224322103533
501,1218,113000.00,6,92.7750410509031199
508,1218,208300.00,6,171.0180623973727422
1030,1218,118000.00,6,96.8801313628899836
1220,1218,91500.00,6,75.1231527093596059
1390,1218,131000.00,6,107.5533661740558292
772,1220,102000.00,4,83.6065573770491803
1022,1220,194000.00,7,159.0163934426229508
1186,1221,104900.00,5,85.9131859131859132
1455,1221,185000.00,7,151.5151515151515152
830,1223,147400.00,7,120.5233033524121014
88,1224,164500.00,6,134.3954248366013072
189,1224,153337.00,5,125.2753267973856209
915,1224,173733.00,6,141.9387254901960784
1178,1224,115000.00,6,93.9542483660130719
1194,1224,165000.00,6,134.8039215686274510
1233,1224,101800.00,4,83.1699346405228758
100,1225,128950.00,4,105.2653061224489796
104,1226,198900.00,7,162.2349102773246330
32,1228,149350.00,5,121.6205211726384365
713,1228,189000.00,8,153.9087947882736156
918,1229,135000.00,4,109.8454027664768104
957,1229,124000.00,6,100.8950366151342555
80,1230,110000.00,5,89.4308943089430894
996,1230,121600.00,4,98.8617886178861789
161,1232,162500.00,6,131.8993506493506494
728,1232,194500.00,7,157.8733766233766234
33,1234,179900.00,8,145.7860615883306321
92,1235,98600.00,5,79.8380566801619433
216,1236,134450.00,5,108.7783171521035599
900,1236,135000.00,5,109.2233009708737864
1439,1236,149700.00,6,121.1165048543689320
1075,1240,194000.00,7,156.4516129032258065
978,1241,199900.00,7,161.0797743755036261
456,1242,175500.00,7,141.3043478260869565
522,1244,150000.00,6,120.5787781350482315
1300,1246,154000.00,5,123.5955056179775281
1090,1247,197000.00,8,157.9791499599037690
220,1248,167240.00,7,134.0064102564102564
1023,1248,87000.00,5,69.7115384615384615
286,1250,164700.00,7,131.7600000000000000
815,1250,116000.00,5,92.8000000000000000
1173,1250,171900.00,7,137.5200000000000000
1275,1250,139000.00,5,111.2000000000000000
1084,1251,160000.00,6,127.8976818545163869
154,1252,235000.00,6,187.6996805111821086
185,1252,127000.00,5,101.4376996805111821
1092,1252,160000.00,7,127.7955271565495208
1137,1252,119000.00,6,95.0479233226837061
1426,1252,142000.00,6,113.4185303514376997
15,1253,157000.00,6,125.2992817238627294
781,1253,176000.00,7,140.4628890662410215
1460,1256,147500.00,5,117.4363057324840764
444,1258,172500.00,7,137.1224165341812401
1081,1258,145000.00,6,115.2623211446740859
1164,1258,108959.00,4,86.6128775834658188
1385,1258,105000.00,6,83.4658187599364070
1172,1261,163000.00,6,129.2624900872323553
2,1262,181500.00,6,143.8193343898573693
282,1262,185000.00,6,146.5927099841521395
1027,1264,167500.00,5,132.5158227848101266
1157,1265,179900.00,5,142.2134387351778656
526,1266,176000.00,7,139.0205371248025276
983,1266,159895.00,7,126.2993680884676145
369,1268,132000.00,5,104.1009463722397476
874,1268,133000.00,5,104.8895899053627760
912,1268,143500.00,5,113.1703470031545741
386,1269,192000.00,8,151.3002364066193853
494,1269,155000.00,5,122.1434200157604413
1011,1271,135000.00,5,106.2155782848151062
1312,1274,203000.00,7,159.3406593406593407
411,1276,60000.00,5,47.0219435736677116
467,1277,167000.00,7,130.7752545027407987
202,1279,171500.00,6,134.0891321344800625
1209,1283,140000.00,5,109.1192517537022603
205,1284,110000.00,5,85.6697819314641745
78,1285,127000.00,5,98.8326848249027237
797,1285,143500.00,6,111.6731517509727626
370,1287,162000.00,5,125.8741258741258741
401,1288,245500.00,8,190.6055900621118012
683,1291,173000.00,6,134.0046475600309837
521,1294,106250.00,4,82.1097372488408037
1310,1294,179200.00,6,138.4853168469860896
1403,1294,193879.00,7,149.8292117465224111
18,1296,90000.00,4,69.4444444444444444
134,1296,220000.00,8,169.7530864197530864
38,1297,153000.00,5,117.9645335389360062
1147,1298,180000.00,6,138.6748844375963020
382,1301,187750.00,7,144.3120676402767102
762,1301,100000.00,5,76.8639508070714835
226,1302,112000.00,5,86.0215053763440860
254,1302,158000.00,6,121.3517665130568356
1051,1302,176485.00,7,135.5491551459293395
1105,1302,106000.00,5,81.4132104454685100
1292,1302,119500.00,5,91.7818740399385561
491,1304,115000.00,5,88.1901840490797546
251,1306,76500.00,3,58.5758039816232772
902,1306,153000.00,5,117.1516079632465544
1043,1306,196000.00,6,150.0765696784073507
967,1308,160000.00,5,122.3241590214067278
811,1309,181000.00,6,138.2734912146676853
203,1310,112000.00,6,85.4961832061068702
402,1310,164990.00,7,125.9465648854961832
255,1314,145000.00,5,110.3500761035007610
283,1314,207500.00,7,157.9147640791476408
1096,1314,176432.00,6,134.2709284627092846
1158,1314,230000.00,7,175.0380517503805175
1218,1314,229456.00,8,174.6240487062404871
264,1316,130000.00,5,98.7841945288753799
923,1316,169990.00,6,129.1717325227963526
1052,1316,200141.00,7,152.0828267477203647
31,1317,40000.00,4,30.3720577069096431
374,1319,123000.00,5,93.2524639878695982
578,1320,164500.00,5,124.6212121212121212
752,1320,162000.00,7,122.7272727272727273
505,1322,147000.00,6,111.1951588502269289
41,1324,160000.00,6,120.8459214501510574
708,1324,254000.00,8,191.8429003021148036
1099,1324,128000.00,4,96.6767371601208459
133,1327,150750.00,5,113.6021100226073851
42,1328,170000.00,5,128.0120481927710843
218,1328,107000.00,4,80.5722891566265060
1287,1328,143000.00,6,107.6807228915662651
1336,1334,167900.00,6,125.8620689655172414
301,1336,157000.00,5,117.5149700598802395
558,1336,108000.00,4,80.8383233532934132
82,1337,153500.00,6,114.8092744951383695
745,1337,180000.00,8,134.6297681376215408
959,1337,185000.00,7,138.3694839192221391
1265,1337,181000.00,6,135.3777112939416604
1061,1338,213500.00,8,159.5665171898355755
20,1339,139000.00,5,103.8088125466766243
1282,1339,180000.00,7,134.4286781179985063
183,1340,120000.00,5,89.5522388059701493
416,1340,181134.00,7,135.1746268656716418
786,1342,161500.00,6,120.3427719821162444
1179,1343,154900.00,5,115.3387937453462398
150,1344,115000.00,5,85.5654761904761905
366,1344,147000.00,5,109.3750000000000000
421,1344,206300.00,7,153.4970238095238095
457,1344,98000.00,5,72.9166666666666667
945,1344,137500.00,6,102.3065476190476190
1039,1344,97000.00,4,72.1726190476190476
1425,1344,144000.00,5,107.1428571428571429
1449,1346,112000.00,4,83.2095096582466568
536,1347,107500.00,5,79.8069784706755754
129,1348,155000.00,6,114.9851632047477745
1203,1348,117000.00,5,86.7952522255192878
743,1349,179000.00,7,132.6908821349147517
630,1350,168500.00,6,124.8148148148148148
716,1350,165000.00,6,122.2222222222222222
359,1352,130000.00,5,96.1538461538461538
1195,1352,158000.00,6,116.8639053254437870
1318,1352,208900.00,7,154.5118343195266272
166,1355,127500.00,5,94.0959409594095941
1097,1355,127000.00,6,93.7269372693726937
1274,1357,177000.00,6,130.4347826086956522
334,1358,207000.00,7,152.4300441826215022
820,1358,224000.00,7,164.9484536082474227
55,1360,130000.00,5,95.5882352941176471
1018,1360,187500.00,8,137.8676470588235294
1334,1360,125500.00,5,92.2794117647058824
6,1362,143000.00,5,104.9926578560939794
174,1362,163000.00,6,119.6769456681350954
532,1362,128000.00,6,93.9794419970631424
690,1362,194700.00,6,142.9515418502202643
272,1363,241500.00,7,177.1826852531181218
511,1363,164900.00,5,120.9831254585473221
1409,1363,125500.00,4,92.0763022743947175
1057,1364,185850.00,7,136.2536656891495601
433,1365,122500.00,5,89.7435897435897436
1335,1365,125000.00,5,91.5750915750915751
391,1367,119000.00,5,87.0519385515727871
1256,1367,127500.00,6,93.2699341623994148
512,1368,202665.00,7,148.1469298245614035
597,1368,114504.00,6,83.7017543859649123
1307,1368,202500.00,7,148.0263157894736842
672,1369,103600.00,6,75.6756756756756757
63,1370,202500.00,8,147.8102189781021898
859,1370,152000.00,7,110.9489051094890511
865,1372,250580.00,7,182.6384839650145773
1371,1374,105000.00,4,76.4192139737991266
248,1375,140000.00,6,101.8181818181818182
602,1375,141000.00,6,102.5454545454545455
449,1376,119500.00,6,86.8459302325581395
1029,1376,105000.00,5,76.3081395348837209
509,1378,161000.00,7,116.8359941944847605
950,1381,197500.00,6,143.0123099203475742
171,1382,128500.00,5,92.9811866859623734
261,1382,176000.00,6,127.3516642547033285
976,1382,165000.00,7,119.3921852387843705
1200,1382,148000.00,4,107.0911722141823444
328,1383,145250.00,6,105.0253073029645698
894,1383,165000.00,5,119.3058568329718004
143,1385,166000.00,5,119.8555956678700361
758,1386,158900.00,6,114.6464646464646465
638,1387,93000.00,5,67.0511896178803172
426,1389,135000.00,7,97.1922246220302376
562,1389,170000.00,5,122.3902087832973362
700,1391,196000.00,7,140.9058231488138030
215,1392,161750.00,6,116.1997126436781609
561,1392,121500.00,5,87.2844827586206897
579,1392,146000.00,7,104.8850574712643678
663,1392,110000.00,6,79.0229885057471264
831,1392,166000.00,6,119.2528735632183908
888,1393,135500.00,5,97.2720746590093324
367,1394,159000.00,6,114.0602582496413199
1380,1394,167500.00,5,120.1578192252510760
1277,1395,162000.00,6,116.1290322580645161
290,1396,153575.00,6,110.0107449856733524
417,1400,149500.00,6,106.7857142857142857
598,1402,194201.00,7,138.5171184022824536
